ID;Bundesland;Nachname_original;Nachname;GND;Geschlecht;Titel;Erscheinungsjahr;Erscheinungsjahr_k;Lit.preis_Name;Lit.preis_Autor_in_Name;Jug.literatur
2524;Baden-Württemberg;Gogol;Gogol;https://d-nb.info/gnd/118540424;männlich;Die Nase;1836;1836;;;nein
2652;Bayern;Golding;Golding;https://d-nb.info/gnd/118696165;männlich;Herr der Fliegen;1954;1954;;;nein
808;Niedersachsen;Goldoni;Goldoni;https://d-nb.info/gnd/118540505;männlich;Der Diener zweier Herren;1746;1746;;;nein
2520;Baden-Württemberg;Goldoni;Goldoni;https://d-nb.info/gnd/118540505;männlich;Der Diener zweier Herren;1746;1746;;;nein
323;Mecklenburg-Vorpommern;Gorelik;Gorelik;https://d-nb.info/gnd/129399744;weiblich;Mehr Schwarz als Lila;2017;2017;;;ja
806;Niedersachsen;Gori;Gori;http://d-nb.info/gnd/1038169879;weiblich;Ein Mensch vor dem Gericht der Tiere;1985;1985;;;ja
2659;Bayern;Gotthelf;Gotthelf;https://d-nb.info/gnd/118540963;männlich;Die schwarze Spinne;1842;1842;;;nein
2026;Sachsen;Gotthelf;Gotthelf;https://d-nb.info/gnd/118540963;männlich;Die schwarze Spinne;1842;1842;;;nein
1004;Niedersachsen;Grünbein;Grünbein;https://d-nb.info/gnd/119371391;männlich;Pheromone;unbekannt;2007;;;nein
979;Niedersachsen;Grünbein;Grünbein;https://d-nb.info/gnd/119371391;männlich;Schädelbasislektion I;1991;1991;;;nein
1708;Baden-Württemberg;Grünbein;Grünbein;https://d-nb.info/gnd/119371391;männlich;unbekannt;unbekannt;1962;;;
1262;Bayern;Grünbein;Grünbein;https://d-nb.info/gnd/119371391;männlich;unbekannt;unbekannt;1962;;;
46;Hessen;Grabbe;Grabbe;https://d-nb.info/gnd/118541102;männlich;Don Juan und Faust;1829;1829;;;nein
47;Hessen;Grabbe;Grabbe;https://d-nb.info/gnd/118541102;männlich;Napoleon oder Die hundert Tage;1831;1831;;;nein
2631;Bayern;Graf;Graf;https://d-nb.info/gnd/118541358;männlich;Anton Sittinger;1937;1937;;;nein
1170;Bayern;Graf;Graf;https://d-nb.info/gnd/118541358;männlich;unbekannt;unbekannt;1873;;;
190;Hessen;Grass;Grass;https://d-nb.info/gnd/118541579;männlich;Aus dem Tagebuch einer Schnecke;1972;1972;;Nobelpreis für Literatur (1999);nein
1099;Niedersachsen;Grass;Grass;https://d-nb.info/gnd/118541579;männlich;Beim Häuten der Zwiebel;2006;2006;;Nobelpreis für Literatur (1999);nein
2263;Sachsen-Anhalt;Grass;Grass;https://d-nb.info/gnd/118541579;männlich;Beim Häuten der Zwiebel;2006;2006;;Nobelpreis für Literatur (1999);nein
924;Niedersachsen;Grass;Grass;https://d-nb.info/gnd/118541579;männlich;Beritten hin und zurück;1958;1958;;Nobelpreis für Literatur (1999);nein
2266;Sachsen-Anhalt;Grass;Grass;https://d-nb.info/gnd/118541579;männlich;Das Treffen in Telgte;1979;1979;;Nobelpreis für Literatur (1999);nein
1560;Baden-Württemberg;Grass;Grass;https://d-nb.info/gnd/118541579;männlich;Das Treffen in Telgte;1979;1979;;Nobelpreis für Literatur (1999);nein
2264;Sachsen-Anhalt;Grass;Grass;https://d-nb.info/gnd/118541579;männlich;Die Blechtrommel;1959;1959;;Nobelpreis für Literatur (1999);nein
2764;Rheinland-Pfalz;Grass;Grass;https://d-nb.info/gnd/118541579;männlich;Die Blechtrommel;1959;1959;;Nobelpreis für Literatur (1999);nein
163;Hessen;Grass;Grass;https://d-nb.info/gnd/118541579;männlich;Die Blechtrommel;1959;1959;;Nobelpreis für Literatur (1999);nein
1090;Niedersachsen;Grass;Grass;https://d-nb.info/gnd/118541579;männlich;Die Blechtrommel;1959;1959;;Nobelpreis für Literatur (1999);nein
1559;Baden-Württemberg;Grass;Grass;https://d-nb.info/gnd/118541579;männlich;Die Blechtrommel;1959;1959;;Nobelpreis für Literatur (1999);nein
2766;Rheinland-Pfalz;Grass;Grass;https://d-nb.info/gnd/118541579;männlich;Die Plebejer proben den Aufstand;1966;1966;;Nobelpreis für Literatur (1999);nein
2267;Sachsen-Anhalt;Grass;Grass;https://d-nb.info/gnd/118541579;männlich;Ein weites Feld;1995;1995;;Nobelpreis für Literatur (1999);nein
176;Hessen;Grass;Grass;https://d-nb.info/gnd/118541579;männlich;Hundejahre;1963;1963;;Nobelpreis für Literatur (1999);nein
2268;Sachsen-Anhalt;Grass;Grass;https://d-nb.info/gnd/118541579;männlich;Im Krebsgang;2002;2002;;Nobelpreis für Literatur (1999);nein
167;Hessen;Grass;Grass;https://d-nb.info/gnd/118541579;männlich;Katz und Maus;1961;1961;;Nobelpreis für Literatur (1999);nein
3008;Saarland;Grass;Grass;https://d-nb.info/gnd/118541579;männlich;Katz und Maus;1961;1961;;Nobelpreis für Literatur (1999);nein
2265;Sachsen-Anhalt;Grass;Grass;https://d-nb.info/gnd/118541579;männlich;Katz und Maus;1961;1961;;Nobelpreis für Literatur (1999);nein
2765;Rheinland-Pfalz;Grass;Grass;https://d-nb.info/gnd/118541579;männlich;Katz und Maus;1961;1961;;Nobelpreis für Literatur (1999);nein
1072;Niedersachsen;Grass;Grass;https://d-nb.info/gnd/118541579;männlich;Katz und Maus;1961;1961;;Nobelpreis für Literatur (1999);nein
1574;Baden-Württemberg;Grass;Grass;https://d-nb.info/gnd/118541579;männlich;Katz und Maus;1961;1961;;Nobelpreis für Literatur (1999);nein
925;Niedersachsen;Grass;Grass;https://d-nb.info/gnd/118541579;männlich;Noch zehn Minuten bis Buffalo;1958;1967;;Nobelpreis für Literatur (1999);nein
186;Hessen;Grass;Grass;https://d-nb.info/gnd/118541579;männlich;Örtlich betäubt;1969;1969;;Nobelpreis für Literatur (1999);nein
2767;Rheinland-Pfalz;Grass;Grass;https://d-nb.info/gnd/118541579;männlich;Örtlich betäubt;1969;1969;;Nobelpreis für Literatur (1999);nein
1226;Bayern;Grass;Grass;https://d-nb.info/gnd/118541579;männlich;unbekannt;unbekannt;1927;;Nobelpreis für Literatur (1999);
366;Mecklenburg-Vorpommern;Grass;Grass;https://d-nb.info/gnd/118541579;männlich;unbekannt;unbekannt;1927;;Nobelpreis für Literatur (1999);
1339;Bremen;Grass;Grass;https://d-nb.info/gnd/118541579;männlich;unbekannt;unbekannt;1927;;Nobelpreis für Literatur (1999);
2500;Baden-Württemberg;Green;Green;https://d-nb.info/gnd/118541765;männlich;Adrienne Mesurat;1927;1927;;;nein
2220;Sachsen-Anhalt;Green;Green;https://d-nb.info/gnd/118541765;männlich;Eine wie Alaska;2007;2005;Luchs des Monats (2007), Bronzener Lufti (2007), JuBu Buch des Monats (2007),;;ja
2032;Sachsen;Green;Green;https://d-nb.info/gnd/118541765;männlich;Eine wie Alaska;2007;2005;Luchs des Monats (2007), Bronzener Lufti (2007), JuBu Buch des Monats (2007),;;ja
2481;Baden-Württemberg;Greene;Greene;https://d-nb.info/gnd/11854179X;männlich;Die Kraft und die Herrlichkeit;1940;1940;;;nein
2607;Bayern;Grill;Grill;https://d-nb.info/gnd/118823760;männlich;Hochzeit im Dunkeln;1995;1995;;;nein
2768;Rheinland-Pfalz;Grillparzer;Grillparzer;https://d-nb.info/gnd/118542192;männlich;Sappho;1818;1818;;;nein
2558;Bayern;Grillparzer;Grillparzer;https://d-nb.info/gnd/118542192;männlich;unbekannt;unbekannt;1791;;;
2552;Bayern;Grimm;Grimm / Grimm;https://d-nb.info/gnd/118542257 + https://d-nb.info/gnd/118542265;männlich;unbekannt;unbekannt;1785;;;
2553;Bayern;Grimm;Grimm / Grimm;https://d-nb.info/gnd/118542257 + https://d-nb.info/gnd/118542265;männlich;unbekannt;unbekannt;1786;;;
3065;Saarland;Gryphius;Gryphius;https://d-nb.info/gnd/118543032;männlich;Leo Armenius;1650;1650;;;nein
967;Niedersachsen;Gryphius;Gryphius;https://d-nb.info/gnd/118543032;männlich;Menschliches Elende;1637;1663;;;nein
1043;Niedersachsen;Gryphius;Gryphius;https://d-nb.info/gnd/118543032;männlich;Tränen des Vaterlandes;1637;1636;;;nein
1678;Baden-Württemberg;Gryphius;Gryphius;https://d-nb.info/gnd/118543032;männlich;unbekannt;unbekannt;1616;;;
2769;Rheinland-Pfalz;Gryphius;Gryphius;https://d-nb.info/gnd/118543032;männlich;unbekannt;unbekannt;1649;;;
1645;Baden-Württemberg;Gstrein;Gstrein;https://d-nb.info/gnd/11894293X;männlich;Einer;1988;1988;Bremer Literaturpreis: Förderpreis (1989);;nein
308;Mecklenburg-Vorpommern;Guhr;Guhr;https://d-nb.info/gnd/1047318857;männlich;Die Verbesserung unserer Träume;2017;2017;;;nein
2271;Sachsen-Anhalt;Härtling;Härtling;https://d-nb.info/gnd/118544551;männlich;Hoffmann oder die vielfältige Liebee;2001;2001;;;nein
2270;Sachsen-Anhalt;Härtling;Härtling;https://d-nb.info/gnd/118544551;männlich;Hölderlin. Ein Roman;1976;1976;;;nein
217;Hessen;Härtling;Härtling;https://d-nb.info/gnd/118544551;männlich;Nachgetragene Liebe;1980;1980;;;nein
1635;Baden-Württemberg;Härtling;Härtling;https://d-nb.info/gnd/118544551;männlich;Nachgetragene Liebe;1980;1980;;;nein
618;Niedersachsen;Härtling;Härtling;https://d-nb.info/gnd/118544551;männlich;Oma;1975;1975;Deutscher Jugendliteraturpreis (1976);;ja
320;Mecklenburg-Vorpommern;Höfler;Höfler;https://d-nb.info/gnd/1067530649;weiblich;Mein Sommer mit Mucks;2015;2015;Korbinian – Paul-Maar-Preis (2015), Leipziger Lesekompass (2016);;ja
2807;Rheinland-Pfalz;Hölderlin;Hölderlin;https://d-nb.info/gnd/118551981;männlich;An die Deutschen;1799;1799;;;nein
2809;Rheinland-Pfalz;Hölderlin;Hölderlin;https://d-nb.info/gnd/118551981;männlich;Die Liebe;1804;1804;;;nein
2808;Rheinland-Pfalz;Hölderlin;Hölderlin;https://d-nb.info/gnd/118551981;männlich;Gesang des Deutschen;1799;1799;;;nein
969;Niedersachsen;Hölderlin;Hölderlin;https://d-nb.info/gnd/118551981;männlich;Hälfte des Lebens;1804;1803;;;nein
988;Niedersachsen;Hölderlin;Hölderlin;https://d-nb.info/gnd/118551981;männlich;Hymne an die Liebe;unbekannt;1793;;;nein
859;Niedersachsen;Hölderlin;Hölderlin;https://d-nb.info/gnd/118551981;männlich;Hyperion;1797;1799;;;nein
2810;Rheinland-Pfalz;Hölderlin;Hölderlin;https://d-nb.info/gnd/118551981;männlich;unbekannt;unbekannt;1770;;;
2555;Bayern;Hölderlin;Hölderlin;https://d-nb.info/gnd/118551981;männlich;unbekannt;unbekannt;1770;;;
1685;Baden-Württemberg;Hölderlin;Hölderlin;https://d-nb.info/gnd/118551981;männlich;unbekannt;unbekannt;1770;;;
1049;Niedersachsen;Höllerer;Höllerer;https://d-nb.info/gnd/11855199X;männlich;Der lag besonders mühelos am Rand;1952;1952;;;nein
274;Hessen;Hübner;Hübner;https://d-nb.info/gnd/122381556;männlich;Creeps;2000;2000;Theaterzwang-Preis (2002);;ja
260;Hessen;Hübner;Hübner;https://d-nb.info/gnd/122381556;männlich;Das Herz eines Boxers;1996;1996;Deutscher Jugendtheaterpreis (1998);;ja
810;Niedersachsen;Hübner;Hübner;https://d-nb.info/gnd/122381556;männlich;Das Herz eines Boxers;1996;1996;Deutscher Jugendtheaterpreis (1998);;ja
278;Hessen;Hübner;Hübner;https://d-nb.info/gnd/122381556;männlich;Scratch!;2003;2003;;;nein
745;Niedersachsen;Hürlimann;Hürlimann;https://d-nb.info/gnd/11919967X;männlich;Der Filialleiter (In: Die Satellitenstadt);1992;1992;;;nein
1636;Baden-Württemberg;Hürlimann;Hürlimann;https://d-nb.info/gnd/11919967X;männlich;Fräulein Stark;2001;2001;;;nein
2269;Sachsen-Anhalt;Hacker;Hacker;https://d-nb.info/gnd/122230019;weiblich;Die Habenichtse;2006;2006;Deutscher Buchpreis (2006);;nein
279;Hessen;Hacker;Hacker;https://d-nb.info/gnd/122230019;weiblich;Eine Art Liebe;2003;2003;;;nein
2176;Sachsen-Anhalt;Hackl;Hackl;https://d-nb.info/gnd/119328860;männlich;Abschied von Sidonie;1989;1989;Evangelischer Buchpreis (1991);Solothurner Literaturpreis (2002);nein
3009;Saarland;Hackl;Hackl;https://d-nb.info/gnd/119328860;männlich;Abschied von Sidonie;1989;1989;Evangelischer Buchpreis (1991);Solothurner Literaturpreis (2002);nein
245;Hessen;Hackl;Hackl;https://d-nb.info/gnd/119328860;männlich;Abschied von Sidonie;1989;1989;Evangelischer Buchpreis (1991);Solothurner Literaturpreis (2002);nein
1593;Baden-Württemberg;Hackl;Hackl;https://d-nb.info/gnd/119328860;männlich;Abschied von Sidonie;1989;1989;Evangelischer Buchpreis (1991);Solothurner Literaturpreis (2002);nein
734;Niedersachsen;Hackl;Hackl;https://d-nb.info/gnd/119328860;männlich;Abschied von Sidonie;1989;1989;Evangelischer Buchpreis (1991);Solothurner Literaturpreis (2002);nein
237;Hessen;Hackl;Hackl;https://d-nb.info/gnd/119328860;männlich;Auroras Anlaß;1987;1987;aspekte-Literaturpreis (1987);Solothurner Literaturpreis (2002);nein
269;Hessen;Hackl;Hackl;https://d-nb.info/gnd/119328860;männlich;Der Entwurf einer Liebe auf den ersten Blick;1999;1999;;Solothurner Literaturpreis (2002);nein
1506;Baden-Württemberg;Hahn;Hahn;https://d-nb.info/gnd/118994212;weiblich;Das verborgene Wort;2001;2001;Deutscher Bücherpreis für nationale Belletristik (2002);;nein
1066;Niedersachsen;Hahn;Hahn;https://d-nb.info/gnd/118994212;weiblich;Nach Jahr und Tag;unbekannt;1982;;;nein
1709;Baden-Württemberg;Hahn;Hahn;https://d-nb.info/gnd/118994212;weiblich;unbekannt;unbekannt;1945;;;
1263;Bayern;Hahn;Hahn;https://d-nb.info/gnd/118994212;männlich;unbekannt;unbekannt;1952;;;
1060;Niedersachsen;Hakel;Hakel;https://d-nb.info/gnd/118885693;männlich;Jüdisches Kind 1945;1986;1945;;;nein
2504;Baden-Württemberg;Hamsun;Hamsun;https://d-nb.info/gnd/118545515;männlich;Victoria. Geschichte einer Liebe;1898;1898;;;nein
2772;Rheinland-Pfalz;Handke;Handke;https://d-nb.info/gnd/118545574;männlich;Die Angst des Tormanns beim Elfmeter;1970;1970;;Würth-Preis für Europäische Literatur (2016);nein
2774;Rheinland-Pfalz;Handke;Handke;https://d-nb.info/gnd/118545574;männlich;Die linkshändige Frau;1976;1976;;Würth-Preis für Europäische Literatur (2016);nein
927;Niedersachsen;Handke;Handke;https://d-nb.info/gnd/118545574;männlich;Die Stunde, da wir nichts voneinander wussten;1992;1992;;Würth-Preis für Europäische Literatur (2016);nein
182;Hessen;Handke;Handke;https://d-nb.info/gnd/118545574;männlich;Kaspar;1967;1967;;Würth-Preis für Europäische Literatur (2016);nein
1545;Baden-Württemberg;Handke;Handke;https://d-nb.info/gnd/118545574;männlich;Kaspar;1967;1967;;Würth-Preis für Europäische Literatur (2016);nein
2771;Rheinland-Pfalz;Handke;Handke;https://d-nb.info/gnd/118545574;männlich;Kaspar;1967;1967;;Würth-Preis für Europäische Literatur (2016);nein
2770;Rheinland-Pfalz;Handke;Handke;https://d-nb.info/gnd/118545574;männlich;Publikumsbeschimpfungen;1966;1966;;Würth-Preis für Europäische Literatur (2016);nein
2421;Sachsen-Anhalt;Handke;Handke;https://d-nb.info/gnd/118545574;männlich;Publikumsbeschimpfungen;1966;1966;;Würth-Preis für Europäische Literatur (2016);nein
926;Niedersachsen;Handke;Handke;https://d-nb.info/gnd/118545574;männlich;Publikumsbeschimpfungen;1966;1966;;Würth-Preis für Europäische Literatur (2016);nein
2773;Rheinland-Pfalz;Handke;Handke;https://d-nb.info/gnd/118545574;männlich;Ritt über den Bodensee;1971;1971;;Würth-Preis für Europäische Literatur (2016);nein
2775;Rheinland-Pfalz;Handke;Handke;https://d-nb.info/gnd/118545574;männlich;Versuch über den geglückten Tag. Ein Wintertagtraum;1991;1991;;Würth-Preis für Europäische Literatur (2016);nein
189;Hessen;Handke;Handke;https://d-nb.info/gnd/118545574;männlich;Wunschloses Unglück;1972;1972;;Würth-Preis für Europäische Literatur (2016);nein
1133;Niedersachsen;Handke;Handke;https://d-nb.info/gnd/118545574;männlich;Wunschloses Unglück;1972;1972;;Würth-Preis für Europäische Literatur (2016);nein
1533;Baden-Württemberg;Handke;Handke;https://d-nb.info/gnd/118545574;männlich;Wunschloses Unglück;1972;1972;;Würth-Preis für Europäische Literatur (2016);nein
2776;Rheinland-Pfalz;Harig;Harig;https://d-nb.info/gnd/118701606;männlich;Ordnung ist das ganze Leben;1986;1986;;;nein
2993;Saarland;Harig;Harig;https://d-nb.info/gnd/118701606;männlich;Weh dem, der aus  der Reihe tanzt;1990;1990;;;ja
1029;Niedersachsen;Hart;Hart;https://d-nb.info/gnd/11872052X;männlich;Berlin;1889;1898;;;nein
441;Niedersachsen;Hart;Hart;https://d-nb.info/gnd/118963686;männlich;Das Wüten der ganzen Welt;1997;1993;;;nein
1165;Bayern;Hasenclever;Hasenclever;https://d-nb.info/gnd/118546619;männlich;unbekannt;unbekannt;1890;;;
3010;Saarland;Hauff;Hauff;https://d-nb.info/gnd/118546864;männlich;Das kalte Herz;1827;1827;;;nein
1556;Baden-Württemberg;Hauff;Hauff;https://d-nb.info/gnd/118546864;männlich;Das kalte Herz;1827;1827;;;nein
2781;Rheinland-Pfalz;Hauptmann;Hauptmann;https://d-nb.info/gnd/118546937;männlich;Agamemnons Tod;1947;1947;;;nein
3011;Saarland;Hauptmann;Hauptmann;https://d-nb.info/gnd/118546937;männlich;Bahnwärter Thiel;1888;1888;;;nein
958;Niedersachsen;Hauptmann;Hauptmann;https://d-nb.info/gnd/118546937;männlich;Bahnwärter Thiel;1888;1887;;;nein
1633;Baden-Württemberg;Hauptmann;Hauptmann;https://d-nb.info/gnd/118546937;männlich;Bahnwärter Thiel;1888;1887;;;nein
2272;Sachsen-Anhalt;Hauptmann;Hauptmann;https://d-nb.info/gnd/118546937;männlich;Bahnwärter Thiel;1888;1887;;;nein
2653;Bayern;Hauptmann;Hauptmann;https://d-nb.info/gnd/118546937;männlich;Der Biberpelz;1893;1893;;;nein
1513;Baden-Württemberg;Hauptmann;Hauptmann;https://d-nb.info/gnd/118546937;männlich;Der Biberpelz;1893;1893;;;nein
2778;Rheinland-Pfalz;Hauptmann;Hauptmann;https://d-nb.info/gnd/118546937;männlich;Der Biberpelz;1893;1893;;;nein
3043;Saarland;Hauptmann;Hauptmann;https://d-nb.info/gnd/118546937;männlich;Der Biberpelz;1893;1893;;;nein
828;Niedersachsen;Hauptmann;Hauptmann;https://d-nb.info/gnd/118546937;männlich;Der Biberpelz;1893;1893;;;nein
2424;Sachsen-Anhalt;Hauptmann;Hauptmann;https://d-nb.info/gnd/118546937;männlich;Der Biberpelz;1893;1893;;;nein
108;Hessen;Hauptmann;Hauptmann;https://d-nb.info/gnd/118546937;männlich;Die Insel der großen Mutter;1924;1924;;;nein
90;Hessen;Hauptmann;Hauptmann;https://d-nb.info/gnd/118546937;männlich;Die Ratten;1911;1911;;;nein
2422;Sachsen-Anhalt;Hauptmann;Hauptmann;https://d-nb.info/gnd/118546937;männlich;Die Ratten;1911;1911;;;nein
2423;Sachsen-Anhalt;Hauptmann;Hauptmann;https://d-nb.info/gnd/118546937;männlich;Die Weber;1892;1894;;;nein
829;Niedersachsen;Hauptmann;Hauptmann;https://d-nb.info/gnd/118546937;männlich;Die Weber;1892;1894;;;nein
2777;Rheinland-Pfalz;Hauptmann;Hauptmann;https://d-nb.info/gnd/118546937;männlich;Die Weber;1892;1892;;;nein
3044;Saarland;Hauptmann;Hauptmann;https://d-nb.info/gnd/118546937;männlich;Die Weber;1892;1892;;;nein
1542;Baden-Württemberg;Hauptmann;Hauptmann;https://d-nb.info/gnd/118546937;männlich;Die Weber;1892;1894;;;nein
2780;Rheinland-Pfalz;Hauptmann;Hauptmann;https://d-nb.info/gnd/118546937;männlich;Iphigenie in Delphi;1941;1941;;;nein
897;Niedersachsen;Hauptmann;Hauptmann;https://d-nb.info/gnd/118546937;männlich;Rose Bernd;1903;1903;;;nein
2559;Bayern;Hauptmann;Hauptmann;https://d-nb.info/gnd/118546937;männlich;unbekannt;unbekannt;1862;;;
350;Mecklenburg-Vorpommern;Hauptmann;Hauptmann;https://d-nb.info/gnd/118546937;männlich;unbekannt;unbekannt;1862;;;
2425;Sachsen-Anhalt;Hauptmann;Hauptmann;https://d-nb.info/gnd/118546937;männlich;Vor Sonnenaufgang;1889;1889;;;nein
2779;Rheinland-Pfalz;Hauptmann;Hauptmann;https://d-nb.info/gnd/118546937;männlich;Vor Sonnenuntergang;1932;1932;;;nein
161;Hessen;Hauser;Hauser;https://d-nb.info/gnd/118547046;männlich;Gigant Hirn;1958;1958;;;nein
178;Hessen;Haushofer;Haushofer;https://d-nb.info/gnd/118811134;weiblich;Die Wand;1963;1963;;;nein
1118;Niedersachsen;Haushofer;Haushofer;https://d-nb.info/gnd/118811134;weiblich;Die Wand;1963;1963;;;nein
2273;Sachsen-Anhalt;Haushofer;Haushofer;https://d-nb.info/gnd/118811134;weiblich;Die Wand;1963;1963;;;nein
2478;Baden-Württemberg;Hawthorne;Hawthorne;https://d-nb.info/gnd/118709305;männlich;Der scharlachrote Buchstabe;1850;1850;;;nein
2783;Rheinland-Pfalz;Hebbel;Hebbel;https://d-nb.info/gnd/118547445;männlich;Die Nibelungen;1861;1861;;;nein
2782;Rheinland-Pfalz;Hebbel;Hebbel;https://d-nb.info/gnd/118547445;männlich;Maria Magdalena;1844;1844;;;nein
296;Hessen;Hebbel;Hebbel;https://d-nb.info/gnd/118547445;männlich;Maria Magdalena;1844;1843;;;nein
1543;Baden-Württemberg;Hebbel;Hebbel;https://d-nb.info/gnd/118547445;männlich;Maria Magdalena;1844;1843;;;nein
2426;Sachsen-Anhalt;Hebbel;Hebbel;https://d-nb.info/gnd/118547445;männlich;Maria Magdalena;1844;1843;;;nein
2;Hamburg;Hebbel;Hebbel;https://d-nb.info/gnd/118547445;männlich;Maria Magdalena;1844;1843;;;nein
882;Niedersachsen;Hebbel;Hebbel;https://d-nb.info/gnd/118547445;männlich;Maria Magdalena;1844;1843;;;nein
1010;Niedersachsen;Hebbel;Hebbel;https://d-nb.info/gnd/118547445;männlich;Sommerbild;1848;1848;;;nein
2557;Bayern;Hebbel;Hebbel;https://d-nb.info/gnd/118547445;männlich;unbekannt;unbekannt;1813;;;
668;Niedersachsen;Hebel;Hebel;https://d-nb.info/gnd/118547453;männlich;Kalendergeschichten;1807;1811;;;nein
1671;Baden-Württemberg;Hebel;Hebel;https://d-nb.info/gnd/118547453;männlich;unbekannt;unbekannt;1760;;;
35;Hessen;Hebel;Hebel;https://d-nb.info/gnd/118547453;männlich;Unverhofftes Wiedersehen;1811;1811;;;nein
2784;Rheinland-Pfalz;Heckmann;Heckmann;https://d-nb.info/gnd/119200015;männlich;Robinson [Kurzgeschichte];unbekannt;unbekannt;;;nein
349;Mecklenburg-Vorpommern;Hegel;Hegel;https://d-nb.info/gnd/118547739;männlich;unbekannt;unbekannt;1770;;;
259;Hessen;Heidenreich;Heidenreich;https://d-nb.info/gnd/120666553;männlich;Die Nacht der Händler;1995;1995;Phantastik-Preis der Stadt Wetzlar (1995);Marieluise-Fleißer-Preis (1998);nein
2785;Rheinland-Pfalz;Heidenreich;Heidenreich;https://d-nb.info/gnd/120666553;weiblich;Kolonien der Liebe;1992;1992;;;nein
223;Hessen;Hein;Hein;https://d-nb.info/gnd/118840991;männlich;Der fremde Freund / Drachenblut;1982;1982;;;nein
1107;Niedersachsen;Hein;Hein;https://d-nb.info/gnd/118840991;männlich;Der fremde Freund / Drachenblut;1982;1982;;;nein
2274;Sachsen-Anhalt;Hein;Hein;https://d-nb.info/gnd/118840991;männlich;Der fremde Freund / Drachenblut;1982;1982;;;nein
2786;Rheinland-Pfalz;Hein;Hein;https://d-nb.info/gnd/118840991;männlich;Der fremde Freund / Drachenblut;1982;1982;;;nein
2275;Sachsen-Anhalt;Hein;Hein;https://d-nb.info/gnd/118840991;männlich;Der Tangospieler;1989;1989;;;nein
2040;Sachsen;Hein;Hein;https://d-nb.info/gnd/118840991;männlich;Die Ritter der Tafelrunde;1989;1989;;;nein
2428;Sachsen-Anhalt;Hein;Hein;https://d-nb.info/gnd/118840991;männlich;Die Ritter der Tafelrunde;1989;1989;;;nein
2787;Rheinland-Pfalz;Hein;Hein;https://d-nb.info/gnd/118840991;männlich;Die Ritter und die Tafelrunde;1989;1989;;;nein
2427;Sachsen-Anhalt;Hein;Hein;https://d-nb.info/gnd/118840991;männlich;Die wahre Geschichte des Ah Q (Bühnenstück nach dem Roman von Lu Xun);1983;1983;;;nein
2280;Sachsen-Anhalt;Hein;Hein;https://d-nb.info/gnd/118840991;männlich;Herr Jensen steigt aus;2006;2006;;;nein
233;Hessen;Hein;Hein;https://d-nb.info/gnd/118840991;männlich;Horns Ende;1985;1985;;;nein
1445;Baden-Württemberg;Hein;Hein;https://d-nb.info/gnd/118840991;männlich;Horns Ende;1985;1985;;;nein
2276;Sachsen-Anhalt;Hein;Hein;https://d-nb.info/gnd/118840991;männlich;Horns Ende;1985;1985;;;nein
280;Hessen;Hein;Hein;https://d-nb.info/gnd/118840991;männlich;In seiner frühen Kindheit ein Garten;2005;2005;;;nein
2079;Sachsen;Hein;Hein;https://d-nb.info/gnd/118840991;männlich;In seiner frühen Kindheit ein Garten;2005;2005;;;nein
2277;Sachsen-Anhalt;Hein;Hein;https://d-nb.info/gnd/118840991;männlich;In seiner frühen Kindheit ein Garten;2005;2005;;;nein
2080;Sachsen;Hein;Hein;https://d-nb.info/gnd/118840991;männlich;Landannahme;2004;2004;ver.di Literaturpreis Berlin-Brandenburg (2004);;nein
2278;Sachsen-Anhalt;Hein;Hein;https://d-nb.info/gnd/118840991;männlich;Von allem Anfang an;1997;1997;;;nein
2608;Bayern;Hein;Hein;https://d-nb.info/gnd/118840991;männlich;Von allem Anfang an;1997;1997;;;nein
1077;Niedersachsen;Hein;Hein;https://d-nb.info/gnd/118840991;männlich;Von allem Anfang an;1997;1997;;;nein
2279;Sachsen-Anhalt;Hein;Hein;https://d-nb.info/gnd/118840991;männlich;Weiskerns Nachlass;2011;2011;Uwe-Johnson Preis (2012);;nein
57;Hessen;Heine;Heine;https://d-nb.info/gnd/118548018;männlich;An einen politischen Dichter;1841;1841;;;nein
1009;Niedersachsen;Heine;Heine;https://d-nb.info/gnd/118548018;männlich;Das Fräulein stand am Meere;1832;1832;;;nein
1521;Baden-Württemberg;Heine;Heine;https://d-nb.info/gnd/118548018;männlich;Deutschland. Ein Wintermärchen;1844;1844;;;nein
2281;Sachsen-Anhalt;Heine;Heine;https://d-nb.info/gnd/118548018;männlich;Deutschland. Ein Wintermärchen;1844;1844;;;nein
60;Hessen;Heine;Heine;https://d-nb.info/gnd/118548018;männlich;Deutschland. Ein Wintermärchen;1844;1844;;;nein
877;Niedersachsen;Heine;Heine;https://d-nb.info/gnd/118548018;männlich;Deutschland. Ein Wintermärchen;1844;1844;;;nein
2282;Sachsen-Anhalt;Heine;Heine;https://d-nb.info/gnd/118548018;männlich;Die Harzreise;1826;1826;;;nein
2788;Rheinland-Pfalz;Heine;Heine;https://d-nb.info/gnd/118548018;männlich;Die Harzreise;1826;1826;;;nein
2789;Rheinland-Pfalz;Heine;Heine;https://d-nb.info/gnd/118548018;männlich;Die schlesischen Weber;1844;1844;;;nein
1067;Niedersachsen;Heine;Heine;https://d-nb.info/gnd/118548018;männlich;Die schlesischen Weber;1844;1844;;;nein
993;Niedersachsen;Heine;Heine;https://d-nb.info/gnd/118548018;männlich;Ein Jüngling liebt ein Mädchen;1827;1827;;;nein
