;ID;Titel;Inhalt;Semester;Art;Intervall_Start;Intervall_End;Universität;NER_Pers_Inhalt;NER_Pers_Titel
180;wien1302;Masterseminar NdL: Phantastik und Realismus in der österreichischen Gegenwartsliteratur;"Das Seminar begibt sich auf die Suche nach einer Antwort auf die Frage, ob es in der österreichischen Gegenwartsliteratur eine Entsprechung zur Wiener Maler-Schule des ""Phantastischen Realismus"" gibt. ""Phantastik"" wird gattungstheoretisch entweder als Ober- oder als Gegenbegriff zu ""Fantasy"" definiert. Neben grundsätzlichen Überlegungen zum Genre, zu dessen ästhetischer Bewertung - Fantasy haftet der Beigeschmack von leichter Konsumierbarkeit und Trivialität an - geht es um die Besonderheiten einer österreichischen Erzähltradition, die ihren Reiz gerade aus dem nicht aufgelösten Widerspruch zwischen rationaler Welt und ""unerklärlichen"" Ereignissen bezieht. Uns interessiert die Grenze zwischen subjektiv veränderter Wahrnehmung und objektiver ""übersinnlicher"" Gegenwelt, die in diesen Texten immer wieder neu gezogen wird. Dabei soll die Vorgeschichte - beginnend mit Gustav Meyrink um 1900, über die Werke von Leo Perutz und Alexander Lernet-Holenia bis zur Hannelore Valencak und Marlen Haushofer - nur gestreift und der Fokus auf die Prosa der letzten zwanzig Jahre gelegt werden. Im Kontrast bzw. als Ergänzung zur Phantastik rückt auch ein reflektierter Begriff von Realismus in den Blick. Im Mittelpunkt stehen folgende Autorinnen und Autoren:
Bettina Balàka: Unter Menschen
Die Tauben von Brünn
Xaver Bayer: Geschichten mit Marianne
Raphaela Edelbauer: Das flüssige Land
Olga Flor: Talschluss
Morituri
Laura Freudenthaler: Geistergeschichte
Marie Gamillscheg: Alles was glänzt
Thomas Glavinic: Die Arbeit der Nacht
Andrea Grill: Das Schöne und das Notwendige
Das Paradies des Doktor Caspari
Sabine Gruber: Über Nacht
Paulus Hochgatterer: Der Tag, an dem mein Großvater ein Held war
Daniel Kehlmann: Mahlers Zeit
Du hättest gehen sollen
Anna-Elisabeth Mayer: Am Himmel
Hanno Millesi: Der Mythenmacher
Wände aus Papier
Julya Rabinowich: Spaltkopf
Clemens J. Setz: Indigo
Die Liebe zur Zeit des Mahlstädter Kindes
Der Trost runder Dinge
Linda Stift: Stierhunger
Bernhard Strobel: Nach den Gespenstern
Anna Weidenholzer: Der Winter tut den Fischen gut
Weshalb die Herren Seesterne tragen
Das Seminar ist eine Lehrveranstaltung FÜR LEUTE, DIE GERNE LESEN. Jeweils ausgewählte Texte sollen durch eingehende Lektüre, z. T. Close Reading, in ihrer formalen Machart erschlossen und in den thematisch-motivischen Kontext eingeordnet werden. Ziel des Seminars ist ein vertieftes Verständnis aktueller literarischer Tendenzen, die Erweiterung des individuellen Lektürehorizonts und die Erarbeitung eines selbständigen Forschungsansatzes in Auseinandersetzung mit der einschlägigen Sekundärliteratur.";sose23;SE;2023-04;2023-08;wien;['Gustav Meyrink', 'Leo Perutz', 'Alexander Lernet-Holenia', 'Hannelore Valencak', 'Marlen Haushofer', 'Bettina Balàka', 'Brünn', 'Xaver Bayer', 'Marianne', 'Raphaela Edelbauer', 'Olga Flor', 'Laura Freudenthaler', 'Marie Gamillscheg', 'Thomas Glavinic', 'Andrea Grill', 'Caspari', 'Sabine Gruber', 'Paulus Hochgatterer', 'Daniel Kehlmann', 'Mahlers', 'Anna-Elisabeth Mayer', 'Hanno Millesi', 'Julya Rabinowich', 'Clemens J. Setz', 'Linda Stift', 'Bernhard Strobel', 'Anna Weidenholzer'];
181;wien1303;Masterseminar NdL: Komische Versepik im 18. und 19. Jahrhundert;"Die ehrwürdige Gattung des Heldenepos, seit Homer und Vergil kanonisiert, geriet um 1700 in eine Krise, obwohl sie weiterhin offiziell hoch angesehen war. Eine mögliche Alternative – neben dem unaufhaltsamen Aufstieg des Romans als „moderner Epopöe“ – waren verschiedene Formen komischer Versepik, für die es bis heute keine eindeutige Gattungsdefinition gibt. Ritchie Robertson spricht in seiner maßgeblichen Untersuchung 2009 von Mock-Epic Poetry.
Im Seminar sollen deutschsprachige Texte, die diesem Genre zugerechnet werden können, analysiert werden. Das Lehrziel ist aber auch eine breitere Kenntnis der europäischen Tradition, weshalb wir uns am Beginn mit der relevanten Sekundärliteratur, vor allem mit Ritchie Robertsons Mock-Epic Poetry from Pope to Heine (Oxford University Press 2009) auseinandersetzen werden.
Für einen positiven Abschluss müssen Sie in den Sitzungen physisch und geistig präsent sein (ich akzeptiere maximal drei Fehlstunden) und am Ende eine schriftliche Arbeit von 25 Seiten verfassen. Das Seminar selbst wird als Gesprächsrunde gehalten, in der fortlaufend über Fortschritte und Schwierigkeiten bei der Arbeit berichtet und reflektiert wird.
In einem Schluss-Block, bei dem Sie unbedingt anwesend sein müssen, werden die Arbeiten präsentiert und diskutiert. Dieser Schlussblock wird am 26. Juni und zusätzlich zu einem Termin in unmittelbarer zeitlicher Nähe, den wir im Seminar vereinbaren werden, stattfinden.
Ergo: Abgabetermin einer Erstversion der Seminararbeit bereits am 19. Juni.
Geplanter Kanon:
Uz, Johann Peter: Sieg des Liebesgottes (1753)
Zachariä, Just Friedrich Wilhelm: Der Renommist (1754)
Wieland, Christoph Martin: Idris und Zenide (1768)
Wieland, Christoph Martin: Der neue Amadis (1771)
Blumauer, Aloys: Virgils Aeneis travestirt (1782ff.)
Kortum, Karl Arnold: Die Jobsiade (1799)
Ratschky, Joseph Franz: Melchior Striegel (1793ff.)
Goethe, Johann Wolfgang: Reineke Fuchs (1794)
Immermann: Tulifäntchen (1830)
Heine, Heinrich: Atta Troll (1842)
Heine, Heinrich: Deutschland. Ein Wintermärchen. (1844)
Grün, Anastasius: Nibelungen im Frack (1843)
Hamerling, Robert: Homunkulus. Modernes Epos in zehn Gesängen. (1888)
Wildgans, Anton: Kirbisch oder der Gendarm, die Schande und das Glück (1927)";sose23;SE;2023-04;2023-08;wien;['Homer', 'Vergil', 'Ritchie Robertson', 'Ritchie Robertsons', 'Pope', 'Heine', 'Uz', 'Johann Peter', 'Zachariä', 'Just Friedrich Wilhelm', 'Wieland', 'Christoph Martin', 'Idris', 'Zenide', 'Wieland', 'Christoph Martin', 'Blumauer', 'Aloys', 'Kortum', 'Karl Arnold', 'Ratschky', 'Joseph Franz', 'Melchior Striegel', 'Goethe', 'Johann Wolfgang', 'Immermann', 'Heine', 'Heinrich', 'Heine', 'Heinrich', 'Grün', 'Anastasius', 'Hamerling', 'Robert', 'Wildgans', 'Anton'];
182;wien1304;Masterseminar NdL: Tiefenfiguren in der Literatur des 19. und 20. Jahrhunderts;"Die Tiefe zählt zu den ältesten und wichtigsten Metaphern der Kulturgeschichte. Dies verdankt sie ihrer engen Bindung an Konzepte von Wahrheit und Erkenntnis, Ursprung und Seele, Substanz und Grund, an Vorstellungen von Subjektivität, emotionaler Intensität und Echtheit. Diesen positiven Konnotationen stehen freilich ebenso zahlreiche negative Aufladungen gegenüber, in denen die Tiefe – die ikonographische Tradition von Hades und Hölle fortführend – als Projektionsraum für das Dunkle, Irrationale und Bedrohliche, für unkontrollierbare Kräfte dient. Deren Imagination verbindet sich nicht selten mit Wertungen des sozialen Raums, mit einer sozialräumlichen Aufladung, die in der Bildtradition verbrecherischer, gesetzloser Unterwelten sinnfällig zum Ausdruck kommt. Diese konkurrierenden semantischen Besetzungen der Tiefe bestimmen sie zu einer hoch ambivalenten Figur, in der individuelle und kollektive Sehnsüchte nach einem Sicherheit, Gewissheit und Identität verbürgenden Grund auf Ängste vor verschiedenen Spielarten des Abgrunds treffen. Nimmt man aktuelle gesellschaftliche Diskurse zum Ausgangspunkt, zeigt sich schnell, dass Metaphern und Topologien der Tiefe ein machtvolles Bauelement sozialer Ordnungen und des politischen Imaginären sind. Mit der Tiefe wird Politik gemacht, sie ist als emotionalisierendes Argument, als Idee und Ideologie mobilisierbar, sie lässt sich – auf unterschiedliche Weise – ‚entsichern’.
Die andauernde politische Instrumentalisierbarkeit der Dichotomie von Oberfläche versus Tiefe, Verwurzelung (Heimat, Boden, Abstammung) versus Nomaden- oder Migrantentum, macht somit die Dringlichkeit einer Diskurs- und Wissensgeschichte der Tiefe evident. Denn die hartnäckig beschworene Opposition zwischen einem tiefen Innen und einem flachen Außen, die mit der Kippfigur von Bedrohungsszenarien und Schutzversprechen bis heute politisch zu überzeugen vermag, ist eine diskursive Figur, die es im Laufe von Neuzeit und gesellschaftlicher Moderne erst zu entwickeln und zu verankern galt. Das Thema eröffnet freilich nicht nur imaginations- und wissensgeschichtliche Fragen. Spannend ist die Figur der Tiefe auch, weil sie in Philosophien, Ästhetiken, Gesellschafts-, Kultur- und Literaturtheorien verwoben ist. Dies beginnt mit Platons Höhlengleichnis und führt über die Hermeneutik zu poststrukturalistischen und post-postmodernen Abarbeitungen an Hermeneutik und Strukturalismus.
Das SE-Thema ist somit breit gespannt: Es reicht von der Geschichte des Grabens in die Tiefe (Literatur der Romantik, Bergwerke, Kanalsysteme, U-Bahnen) zu Tiefenkonzepten bei Karl Marx und Sigmund Freud, von der Tiefe in Konzepten autonomer Ästhetik (Schiller, K. Ph. Moritz) bis zu hierauf antwortenden Konzepten der Moderne (Surrealismus, Dadaismus, Kafka, Musil) und der aufgewerteten Massenkultur und Pop-Ästhetik (Benjamin, Kracauer, Jelinek, Meinecke), von fiktiven und realen Untersee-Reisen (Verne) bis zu freiwilligen und unfreiwilligen Keller-Existenzen (Dostojewski, Ellison, Fritsch).";sose23;SE;2023-04;2023-08;wien;['Platons', 'Karl Marx', 'Sigmund Freud', 'Schiller', 'K. Ph', 'Moritz', 'Kafka', 'Musil', 'Benjamin', 'Kracauer', 'Jelinek', 'Meinecke', 'Verne', 'Dostojewski', 'Ellison', 'Fritsch'];
183;wien1306;Theorien und Methoden der Literatur- und Kulturwissenschaften;"LITERATUR UND WISSENSPRODUKTION
Die literaturwissenschaftliche Forschung der letzten Jahre und Jahrzehnte hat besonders das ‚Wissen der Literatur‘ und seine Produktionsbedingungen in den Vordergrund gerückt. Denn prägend und entscheidend ist für etliche literarische Texte nicht nur ihre 'autonome' ästhetische Beschaffenheit, sondern auch die Art und Weise, wie sie bestimmte Wissensformen aufnehmen, bearbeiten und kommunizieren, um damit zur Ausbildung oder auch Kritik an bestimmten Erkenntnistraditionen und -kulturen, an historischen, politischen oder pädagogischen Vorstellungen beizutragen. Mit Blick auf maßgebliche theoretische Texte, in Rekurs auf einschlägige methodologische Reflexionen und anhand von Modellanalysen versucht das Seminar, in das Feld der literarischen Wissensproduktion einzuführen.
Hierzu soll es zunächst jene diskursgeschichtliche Wende thematisieren, die in der Literaturwissenschaft seit den 1960er Jahren zu einer allmählichen Abkehr von geistesgeschichtlichen und hermeneutischen Zugängen geführt hat. Zweitens wird in der Doppelperspektive von Wissensgeschichte und Wissenspoetik das Ineinandergreifen von Diskursproduktion und Formbildung im Zentrum stehen – vor allem anhand der Frage, wie literarische Texte gewisse Diskurse aufgreifen und deren Geltung und Genese reflektieren, wie aber umgekehrt an der Ausbildung etwa von theologischem, politischem und institutionell etabliertem Wissen immer schon gewisse Gattungsmuster sowie bestimmte rhetorische, narrative und ästhetische Mittel beteiligt sind. Abschließend sollen neuere Zugänge (wie die der ‚Praxeologie‘ oder ‚Medienphilologie‘) beleuchtet werden: Welche Materialität (etwa in Gestalt von Manuskripten, Drucken, Hilfsmitteln) liegt der Produktion von (literarischem) Wissen zugrunde, welche Gebrauchsroutinen und Praktiken (wie z.B. die zur Formatierung von Texten oder zur Selbstbeobachtung und -disziplinierung der Autoren) sind beteiligt? Und welcher Infrastrukturen, Vernetzungen und Medien bedarf es, um Texte zirkulieren und die diversen Akteure des Literaturbetriebs tätig werden zu lassen?";sose23;UE;2023-04;2023-08;wien;;
184;wien1309;DaF/Z: Sprachenpolitische Grundfragen;"Vorbemerkung:
Sprachenpolitik ist nicht nur in fester Bestandteil jeder Bildungspolitik, des öffentlichen Lebens und der Innen- und Außenpolitik, sondern auch eine Grundlage um die Herausforderungen der (europäischen) Integration zu bewältigen. Die Verbreitung des Deutschen als Fremdsprache sowie die methodischen Konzepte der Vermittlung von Sprache, Landeskunde und Literatur waren bereits von politischem Interesse, noch ehe das Fach sich überhaupt als wissenschaftliches Fach etablieren konnte. Heute ist der sprachenpolitische Aspekt untrennbar mit der Selbstdefinition des Faches verbunden, zahlreiche Instrumente und Institutionen setzen die politischen Richtlinien um und beeinflussen damit nicht nur Forschung, Materialerstellung und Unterrichtspraxis, sondern definieren auch neue Bezugswissenschaften und Anwendungsgebiete für Deutsch als Fremd- und Zweitsprache.
Ziel der Lehrveranstaltung:
Die Studierenden sollen für die wichtige politische Dimension des Faches Deutsch als Fremd- und Zweitsprache sensibilisiert werden und die wichtigsten Parameter kennen lernen, durch welche sich diese in Vergangenheit und Gegenwart manifestierte. Die gesellschaftliche Bedeutung einzelner Konzepte und Konsequenzen sowie der eigenen sprachenpolitischen Aktivitäten sollen erklärt und reflektiert werden; die Basisliteratur soll den Studierenden vertraut werden.
Schwerpunkte / Themen (Detaillierte Angaben finden sich für jede Stunde auf Moodle):
- Einführung ins Thema Sprachenpolitik,
- Sprachenpolitik nach innen (Sprache und Integrationspolitik, Migranten- und Minderheitensprachen)
- Sprachenpolitik nach außen (die Lage des Detuschen weltweit - früher und heute, staatliche Konzepte, Institutionen, Verbände, Landeskunde und Sprachenpolitik)
- Sprachenpolitische Positionspapiere (offizielle Positionspapiere, Internationale Erhebungen und Beschreibungsinstrumente, Grundsatzerklärungen, Resolutionen, Thesen)
- Sprachenpolitik der Europäischen Union und des Europarates
- Deutsch im Kontext der Mehrsprachigkeit
- Methodisch-didaktische Konsequenzen (DACH, Plurizentrik, CLIL, Projekte, neue Konzepte)";wise23-24;VO;2023-09;2024-03;wien;;
185;wien1310;NdL: It’s out there … Außerirdische Literatur von der Neuzeit bis zur Romantik;Anhand von exemplarischen Positionen vom 17. bis zum 19. Jahrhundert führt die Vorlesung in die Welt(en) der „außerirdischen Literatur“, wie Philipp Theisohn sie nennt, ein. Denn die Attraktion von Raumfahrten, bewohnbaren Planeten und außerirdischen Lebensformen hat sich keineswegs erst mit der modernen Science Fiction verbreitet. Bereits in der Frühen Neuzeit haben sich Literaten und Naturwissenschaftler, Theologen und Philosophen mit der Frage beschäftigt, ob es auf fernen Planeten andere Zivilisationen gebe, ob man diesen begegnen könne – und was dies wiederum für unsere Existenz auf Erden bedeuten würde. Technische Erfindungen wie das Teleskop und neue astronomische Erkenntnisse haben das Ihre geleistet, um die Faszinationsgeschichte der fiktiven Weltraumreisen seit dem 17. Jahrhundert nachhaltig zu beflügeln. Die Vorlesung wird einen Überblick über ausgewählte, d.h. besonders wirkmächtige, provokante oder spektakuläre Einsätze innerhalb der einschlägigen Debatten geben. Vor allem soll es dabei um die literaturgeschichtliche und -theoretische Bedeutung der jeweiligen Weltraumfiktionen gehen. Denn keineswegs ist hier von randständigen und längst vergessenen Interventionen die Rede: Herauszustellen ist vielmehr, wie die historischen Vorstellungen vom Weltall und seine literarischen Darstellungsweisen einander wechselseitig bedingen und herausfordern – und so das Denken über Mensch und Kosmos, über wirkliche und mögliche Welten signifikant verändern.;wise23-24;VO;2023-09;2024-03;wien;['Philipp Theisohn'];
186;wien1311;NdL: Barbara Frischmuth lesen;"Die mit zahlreichen Preisen und dem österreichischen Ehrenkreuz für Wissenschaft und Kunst ausgezeichnete Autorin Barbara Frischmuth zählt zu den bedeutendsten Schriftsteller*innen Österreichs seit 1945 und wird, nicht zuletzt bedingt durch die kulturübergreifende, kritisch-ethische Dimension ihrer Texte international rezipiert. Frischmuths Texte verfahren philosophisch-reflexiv und kritisch-politisch, sie werfen Fragen zu Feminismus, Interkulturalität, Migration oder Integration auf. Gleichwohl sind Themen und Anliegen, die in Frischmuths Texten lesbar werden, tendenziell durch einen hohen Grad an Fiktionalisierung gekennzeichnet und aus den zugeschriebenen (biographischen) Verankerungen gelöst oder in neue Erfahrungsräume übertragen. Nicht nur die ethische Dimension, die mutigen und oft wegweisenden Denkmuster, die Vielfalt und die „intertextuelle Potenz“ (Lützeler) ihrer Arbeiten zeichnen das Schreiben der Autorin aus, gleichzeitig ist es die sprachlich-rhetorische Verfasstheit, die besondere ‚écriture‘, der es gelingt, eine Diskursivierung bereitgestellter Ordnungsmuster der je eigenen Gegenwart vorzunehmen, als Umschrift derselben und als das Bereitstellen von Gegenentwürfen (Horstkotte/Herrmann).
Im Seminar widmen wir uns den Möglichkeiten, Frischmuths Texte ‚zu lesen‘, zu interpretieren und diese entlang verschiedener Theoriebestände zu analysieren.
Zudem werden Sie die Möglichkeit erhalten, dort und da Einblicke in ein laufenden Forschungsprojekt zu Frischmuth zu erhalten.
Ziele der Lehrveranstaltung sind:
 Kenntnis der Literatur Barbara Frischmuths, Erarbeitung verschiedener theoretischer Positionen zu Frischmuths Texten, theoriegeleitete Lektüre/Interpretation
Methoden:
 Gruppen- und Partner_innenarbeit
 Input (von Lehrenden und Studierenden) mit Diskussion
 Lektüre und Diskussion theoretischer Texte, Übertragen der theoretischen Ansätze auf konkrete Fragestellungen";wise23-24;PS;2023-09;2024-03;wien;['Barbara Frischmuth', 'Frischmuths', 'Frischmuths', 'Lützeler', 'Horstkotte', 'Herrmann', 'Frischmuths', 'Frischmuth', 'Barbara Frischmuths', 'Frischmuths'];['Barbara Frischmuth']
187;wien1312;FD: Digitales Erzählen im Deutschunterricht;"Erzählen findet zunehmend in unterschiedlichsten digitalen Medien und Formen statt, z.B. in Computerspielen, Memes, Hypertexten, (Enhanced) E-Books und Apps, Chats, Foren und Social Media oder mit Geschichtenautomaten und KI-Chatbots. Die Digitalität eröffnet dabei neue Möglichkeiten wie das Erzählen transtextueller, non-linearer, interaktiver und multimedialer bzw. multimodaler Geschichten, die auch von den Rezipient:innen mitgestaltet werden. Das Potenzial der aktiven Teilhabe, des kreativen Gestaltens, der Immersion, der transmedialen Erzählanalyse, aber auch der kritischen Medienbetrachtung kann didaktisch für den Deutschunterricht genutzt werden. Wie dies gelingen kann, soll im Proseminar aus sprach-, literatur- und mediendidaktischer Perspektive ausgelotet werden. Insbesondere soll untersucht werden, welche Voraussetzungen und Besonderheiten beim digitalen Erzählen im Deutschunterricht berücksichtigt werden müssen, welche Medien bzw. Tools sich hierfür anbieten und welche didaktischen Modelle und Methoden dafür genützt werden können.
Zunächst erfolgt eine Einführung in die theoretischen Grundlagen des digitalen Erzählens und der transmedialen Erzählanalyse unter Berücksichtigung transdisziplinärer Zugänge wie der Digital Humanities oder der Game Studies. In weiterer Folge wählen die Studierenden in Gruppen unterschiedliche Medien (z.B. digitale Spiele) und Tools (z.B. Twinery.org, ChatGPT …) aus, die sie in Bezug auf digitales Erzählen hinsichtlich ihrer Anwendbarkeit im Deutschunterricht erproben und analysieren. Die Erkenntnisse hieraus sollen im Proseminar interaktiv präsentiert und in der Proseminararbeit schriftlich ausgearbeitet werden, wobei die Studierenden eigene digitale Erzählprojekte für die Unterrichtspraxis entwickeln und (Peer-)Feedback dazu erhalten. Für digitale Spiele steht das Equipment des GameLab (je 20 Switch- und Steam-Konsolen mit vorinstallierten Spielen) während der LV-Zeit zur Verfügung ( https://gamelab.univie.ac.at ).";wise23-24;PS;2023-09;2024-03;wien;;
188;wien1313;Theorien und Methoden der Literatur- und Kulturwissenschaften;"Literaturtheorien irritieren gewohnte Lese- und Deutungsweisen. Mit ihrer Hilfe lässt sich über literaturwissenschaftliche Basiskategorien (Literatur, Autorschaft, Text, Rezeption…) ebenso nachdenken wie über den Status von literarischen Texten als Gegenständen historischer Forschung. Zugleich sind Literaturtheorien ihrerseits historisch situiert, können auf die Literaturproduktion einwirken oder Problemstellungen mit literarischen Texten teilen. Und wie die Lektüre literarischer Texte erfordert auch das Lesen von Literaturtheorien eine philologische Genauigkeit, die wir im Laufe des Semesters einüben werden.
Die Lehrveranstaltung versucht keinen vollständigen Überblick über rezente Theorien zu geben. Stattdessen ist nach einer Auseinandersetzung mit einer neueren Erzähltheorie und der Semiotik eine Einführung geplant, die sich mit besonders wirkmächtigen Theorien (etwa der Psychoanalyse und von Michel Foucault geprägten Analysen des Verhältnisses von Wissen und Macht) eingehender beschäftigt. Daneben werden wir die formalistische und die strukturalistische Literaturtheorie sowie die Kritische Theorie kennenlernen und Ansätze der feministischen Theorie und der kritischen Männlichkeitsforschung besprechen. Dieser Parcours aus sich in Fortentwicklung und Einspruch aufeinander beziehenden Texten soll auf die eigenständige Lektüre neuerer theoretischer Texte vorbereiten.
Semesterbegleitend lesen wir mit Franz Kafkas ""In der Strafkolonie"" einen Text, der auf faszinierende Weise Schreib-, Lese- und Erzählverfahren reflektiert. So wird sich anhand eines exemplarischen literarischen Gegenstands bei jeder Theorie-Lektüre diskutieren lassen, welche literaturwissenschaftlichen Fragestellungen und welche methodischen Überlegungen aus ihr zu gewinnen sind.";wise23-24;UE;2023-09;2024-03;wien;['Michel Foucault', 'Franz Kafkas'];
189;wien1314;Theorien und Methoden der Literatur- und Kulturwissenschaften;Schon mehrfach ist der Literatur ihr baldiger Untergang prophezeit worden – denn angesichts von jeweils neuen Medientechniken (wie Rundfunk, Film oder jüngst ChatGPT) scheint sich die altehrwürdige Tradition der auktorial beglaubigten Schriftkommunikation nach und nach, aber unumkehrbar erledigt zu haben. Diesem Befund widerspricht jedoch nicht nur, dass auch weiterhin höchst lesenswerte literarische Texte produziert werden. Grundsätzlicher wäre zu fragen, wie weit die Idee einer ‚Konkurrenz‘ zwischen verschiedenen medialen Darstellungsformen überhaupt trägt. Die aktuellen Debatten zu diesem Thema wollen wir zum Anlass nehmen, das Verhältnis von Literatur(wissenschaft) und Medien(theorie) genauer in den Blick zu nehmen. Dabei werden wir uns zum einen mit einschlägigen historischen Entwicklungen beschäftigen und dazu auch literarische Quellen heranziehen. Zum anderen geht es um grundlegende Konzepte der Literaturwissenschaft (wie Autorschaft, Schreibtechniken, Leseverhalten), die wir mit Blick auf medientheoretische Positionen diskutieren.;wise23-24;UE;2023-09;2024-03;wien;;
190;wien1316;Masterseminar NdL: Literarische Glashausdiskurse 1800/1900;"Im Gegensatz zu Gärten, die schon in der biblischen Tradition eminent wichtige literarische Topoi darstellen, gehören Glashäuser zu den neueren Schauplätzen der dichterischen Imagination. Hand in Hand mit den technischen Innovationen der Gartenbaukunst und Glasarchitektur tauchen sie in der Literatur erst im Laufe des späten 18. und frühen 19. Jahrhunderts auf. Da sie in der Regel witterungsempfindlichen und vor allem ortsfremden Gewächsen Platz und Schutz bieten, entfalten dabei Treib- und Gewächshäuser von Anfang an eine zwiespältige Metaphorik. Sie sind künstliche Paradiese, Stätten einer wilden, exotischen, mitunter auch gefährlichen Schönheit, zugleich aber auch Räume, die die Beherrschung der Natur – d.h. der äußeren wie auch der inneren Natur von humanen und nicht-humanen Wesen – durch zunehmende Technisierung, koloniale Expansion und Gewalt sichern. Ob bei Goethe, Stifter oder Fontane: Glashäuser tauchen meist am Rande des Geschehens auf und kündigen das Eindringen von Dritten an – Begegnungen, die die moralischen Vorstellungen der Figuren ebenso in Frage stellen wie sie ihre Lebensbahnen verändern können. Jean Paul schreibt: „Das Jahrhundert ist das geistige Klima des Menschen; die bloße Erziehung ist das Treibhaus […], woraus man ihn in jenes auf immer hinausstellt.“ Mit diesem Gedanken im Hinterkopf stellen sich für unser Seminar zwei Leitfragen: Erstens, welche Erziehung diese gläsernen Architekturen Frauen, Männern und Anderen um 1800 und 1900 angedeihen lassen, und zweitens, auf unsere Gegenwart ausblickend, ob und was von dieser disziplinierenden Anordnung heute noch übrig ist.";wise23-24;SE;2023-09;2024-03;wien;['Goethe', 'Stifter', 'Fontane', 'Jean Paul'];
191;wien1318;NdL: Schillers klassische Dramen;"„Das Werk lebt“! (F. Schiller in der Vorrede zu Don Karlos, 1785)
Schüler*innen lesen sie, nationale und internationale Theater spielen sie, wir alle zitieren sie (s. unten): Friedrich Schillers klassische Dramen gehören bis heute zu den bekanntesten ihrer Art. Das verdanken sie nicht nur ihrer im Wortsinn ‚vorbildhaften‘ Formstrenge, der rhetorischen Brillanz ihres Verfassers und dem tragischen Pathos, sondern auch der überzeitlichen Bedeutsamkeit der verhandelten, allgemein-menschlichen Fragestellungen: Welchen Wert hat Freundschaft? Welchen Ausweg gibt es aus ausweglosen Situationen? Sind Emotionen in Machtpositionen Schwäche? Ist Gewalt aus Notwehr gerechtfertigt? Wie funktioniert und welchen Preis hat individuelle/kollektive Freiheit? Und welche Rolle spielt die Kunst dabei?
Aller Formstrenge zum Trotz ist Schillers dramatischer Stil vielfältig, selbst in den ‚klassischen‘ Dramen, die innerhalb eines sehr kurzen Zeitraumes entstanden. Das zeigt sich allein schon an den Gattungsbezeichnungen in den Untertiteln: Wir bewegen uns mit der Lektüre vom
- „dramatischen Gedicht“ Don Karlos. Infant von Spanien (1787/1805) („Klassisch-Werden“): „Sire, geben Sie Gedankenfreiheit!“
- über zwei Texte mit einer starken weiblichen Protagonistin, das „Trauerspiel“ Maria Stuart (1800/1): „Was man nicht aufgibt, hat man nie verloren.“
- und die „romantische Tragödie“ Die Jungfrau von Orleans (1801): „Mit der Dummheit kämpfen Götter selbst vergebens“
- hin zu einem seiner letzten Texte vor seinem frühen Tod, dem „Schauspiel“ Wilhelm Tell (1804): „Der Starke ist am mächtigsten allein“.
Man muss es schließlich „wagen“, wie Schiller in einem Brief an seinen Dichterfreund Johann Wolfgang von Goethe am 26.7.1800 schreibt, „bei einem neuen Stoff die Form neu zu erfinden, und sich den Gattungsbegriff immer beweglich erhalten“!
Im Zentrum des Seminars steht ein ‚close reading‘ der genannten Dramen. Angestrebt wird zudem eine gründliche theoretische und praktische Auseinandersetzung mit der Gattung Drama im Allgemeinen (Einführende Sitzung zur Dramenanalyse, Begrifflichkeiten etc.), mit Schillers Dramenbegriff im Besonderen. Deshalb werden ergänzend dazu kurze dramentheoretische und poetologische Texte von Friedrich Schiller gelesen, wobei auch das Verhältnis von theoretischer Darlegung und dichterischer Praxis reflektiert werden soll: Können die in poetologischen Schriften formulierten Gestaltungsvorgaben „einfach so“ im Zuge literaturwissenschaftlicher Deutung auf die literarischen Texte übertragen werden?
- Was kann eine gut stehende Schaubühne eigentlich wirken? (1784)
- Über die tragische Kunst (1792)
- Über das Erhabene (1801)
Großer Wert wird auch auf die Einübung wissenschaftlicher Praxis gelegt, etwa im Rahmen einer Übung zum Thesenbilden. Ein Ziel ist die Erprobung und Einübung von Arbeitsschritten, die für das gesamte Studium wichtig sind, an konkreten Beispielen.
Um Ihnen Ihre Semesterplanung zu erleichtern: Voraussichtlich lesen wir die Texte in folgenden Sitzungen (Bis zu diesen sollten Sie die Lektüre jeweils abgeschlossen haben - gerne können Sie damit auch früher beginnen):
- 09.10.: Über die tragische Kunst
- 16.10.: Was kann eine gut stehende Schaubühne eigentlich wirken?
- 23.10.: Don Karlos (3 Sitzungen)
- 13.11.: Über das Erhabene
- 20.11.: Maria Stuart (2 Sitzungen)
- 04.12.: Die Jungfrau von Orleans (2 Sitzungen)
- 08.01.: Wilhelm Tell (2 Sitzungen)";wise23-24;PS;2023-09;2024-03;wien;['F. Schiller', 'Friedrich Schillers', 'Schillers', 'Infant von Spanien', 'Maria Stuart', 'Wilhelm Tell', 'Schiller', 'Johann Wolfgang von Goethe', 'Schillers', 'Friedrich Schiller', 'Maria Stuart', 'Wilhelm Tell'];['Schillers']
