;Index;Kommentar;wrong_mention;GND_ID;Mention;Mention_Ort;Titel;Inhalt;ID;Semester;Art;Intervall_Start;Intervall_End;Universität;NER_Pers_Titel;NER_Pers_Inhalt;Unnamed: 0;kommentar
88;220.0;;;118693727;Barbara Frischmuth;Titel;NdL: Barbara Frischmuth lesen;"Die mit zahlreichen Preisen und dem österreichischen Ehrenkreuz für Wissenschaft und Kunst ausgezeichnete Autorin Barbara Frischmuth zählt zu den bedeutendsten Schriftsteller*innen Österreichs seit 1945 und wird, nicht zuletzt bedingt durch die kulturübergreifende, kritisch-ethische Dimension ihrer Texte international rezipiert. Frischmuths Texte verfahren philosophisch-reflexiv und kritisch-politisch, sie werfen Fragen zu Feminismus, Interkulturalität, Migration oder Integration auf. Gleichwohl sind Themen und Anliegen, die in Frischmuths Texten lesbar werden, tendenziell durch einen hohen Grad an Fiktionalisierung gekennzeichnet und aus den zugeschriebenen (biographischen) Verankerungen gelöst oder in neue Erfahrungsräume übertragen. Nicht nur die ethische Dimension, die mutigen und oft wegweisenden Denkmuster, die Vielfalt und die „intertextuelle Potenz“ (Lützeler) ihrer Arbeiten zeichnen das Schreiben der Autorin aus, gleichzeitig ist es die sprachlich-rhetorische Verfasstheit, die besondere ‚écriture‘, der es gelingt, eine Diskursivierung bereitgestellter Ordnungsmuster der je eigenen Gegenwart vorzunehmen, als Umschrift derselben und als das Bereitstellen von Gegenentwürfen (Horstkotte/Herrmann).
Im Seminar widmen wir uns den Möglichkeiten, Frischmuths Texte ‚zu lesen‘, zu interpretieren und diese entlang verschiedener Theoriebestände zu analysieren.
Zudem werden Sie die Möglichkeit erhalten, dort und da Einblicke in ein laufenden Forschungsprojekt zu Frischmuth zu erhalten.
Ziele der Lehrveranstaltung sind:
 Kenntnis der Literatur Barbara Frischmuths, Erarbeitung verschiedener theoretischer Positionen zu Frischmuths Texten, theoriegeleitete Lektüre/Interpretation
Methoden:
 Gruppen- und Partner_innenarbeit
 Input (von Lehrenden und Studierenden) mit Diskussion
 Lektüre und Diskussion theoretischer Texte, Übertragen der theoretischen Ansätze auf konkrete Fragestellungen";wien1311;wise23-24;PS;2023-09;2024-03;wien;['Barbara Frischmuth'];['Barbara Frischmuth', 'Frischmuths', 'Frischmuths', 'Lützeler', 'Horstkotte', 'Herrmann', 'Frischmuths', 'Frischmuth', 'Barbara Frischmuths', 'Frischmuths'];;
89;221.0;;;118693727;Barbara Frischmuth;Inhalt;Masterseminar NdL: Coming of Age 1980-2023;"Die Herausbildung der Gattung des Adoleszenzromans im System der Allgemeinliteratur sowie der Kinder- und Jugendliteratur wird auf das Ende der 1980er Jahre datiert (Gansel: 2005) und mit einer verstärkten Nachfrage nach Texten verbunden, die den Prozess des Heranwachsens und der Selbstfindung sowie deren Protagonisten ins Zentrum rücken. Während in den 70er Jahren noch Übersetzungen aus dem Amerikanischen diesem Lesebedürfnis nachkamen, wurde der Stoff durch Publikationserfolge wie Ulrich Plenzdorfs ""Die neuen Leiden des jungen W."" (1973) in die deutschsprachige Literatur importiert. Helmut Schelsky diagnostizierte der Jugendgeneration nach dem 2. Weltkrieg eine ""Entpolitisierung und Entideologisierung"", eine ""Absage an romantische Freiheits- und Naturschwärmereien"" und bezeichnete sie deswegen als die ""skeptische Generation"" (1957). In den 80er Jahren bestand bereits eine größere zeitliche Distanz zum Krieg und die Folgen des Wirtschaftswunders wurden zur Lebensgrundlage einer neuen Jugend. Vor diesem sozial- und literaturhistorischen Hintergrund wird das Seminar die Verschiebungen, Modifikationen und Umkodierungen des Adoleszenzromans und der darin dargestellten Jugendgenerationen seit den 1980er Jahren untersuchen. Gelesen werden Grundlagentexte aus der Soziologie und Kulturwissenschaft neben den Romanen von u.a. Elfriede Jelinek, Barbara Frischmuth, Christian Kracht, Benjamin Lebert, Helene Hegemann, Tonio Schachinger und Tamara Bach.";wien1324;wise23-24;SE;2023-09;2024-03;wien;;['Gansel', 'Ulrich Plenzdorfs', 'Helmut Schelsky', 'Elfriede Jelinek', 'Barbara Frischmuth', 'Christian Kracht', 'Benjamin Lebert', 'Helene Hegemann', 'Tonio Schachinger', 'Tamara Bach'];;
90;222.0;;;118693727;Barbara Frischmuths;Inhalt;NdL: Barbara Frischmuth lesen;"Die mit zahlreichen Preisen und dem österreichischen Ehrenkreuz für Wissenschaft und Kunst ausgezeichnete Autorin Barbara Frischmuth zählt zu den bedeutendsten Schriftsteller*innen Österreichs seit 1945 und wird, nicht zuletzt bedingt durch die kulturübergreifende, kritisch-ethische Dimension ihrer Texte international rezipiert. Frischmuths Texte verfahren philosophisch-reflexiv und kritisch-politisch, sie werfen Fragen zu Feminismus, Interkulturalität, Migration oder Integration auf. Gleichwohl sind Themen und Anliegen, die in Frischmuths Texten lesbar werden, tendenziell durch einen hohen Grad an Fiktionalisierung gekennzeichnet und aus den zugeschriebenen (biographischen) Verankerungen gelöst oder in neue Erfahrungsräume übertragen. Nicht nur die ethische Dimension, die mutigen und oft wegweisenden Denkmuster, die Vielfalt und die „intertextuelle Potenz“ (Lützeler) ihrer Arbeiten zeichnen das Schreiben der Autorin aus, gleichzeitig ist es die sprachlich-rhetorische Verfasstheit, die besondere ‚écriture‘, der es gelingt, eine Diskursivierung bereitgestellter Ordnungsmuster der je eigenen Gegenwart vorzunehmen, als Umschrift derselben und als das Bereitstellen von Gegenentwürfen (Horstkotte/Herrmann).
Im Seminar widmen wir uns den Möglichkeiten, Frischmuths Texte ‚zu lesen‘, zu interpretieren und diese entlang verschiedener Theoriebestände zu analysieren.
Zudem werden Sie die Möglichkeit erhalten, dort und da Einblicke in ein laufenden Forschungsprojekt zu Frischmuth zu erhalten.
Ziele der Lehrveranstaltung sind:
 Kenntnis der Literatur Barbara Frischmuths, Erarbeitung verschiedener theoretischer Positionen zu Frischmuths Texten, theoriegeleitete Lektüre/Interpretation
Methoden:
 Gruppen- und Partner_innenarbeit
 Input (von Lehrenden und Studierenden) mit Diskussion
 Lektüre und Diskussion theoretischer Texte, Übertragen der theoretischen Ansätze auf konkrete Fragestellungen";wien1311;wise23-24;PS;2023-09;2024-03;wien;['Barbara Frischmuth'];['Barbara Frischmuth', 'Frischmuths', 'Frischmuths', 'Lützeler', 'Horstkotte', 'Herrmann', 'Frischmuths', 'Frischmuth', 'Barbara Frischmuths', 'Frischmuths'];;
91;224.0;;;118506862;Barthes;Inhalt;Theorien und Methoden der Literatur- und Kulturwissenschaften;"Alltagsleben
Sowohl Theorie als auch moderne Literatur setzen sich mit dem Alltagsleben auseinander. Man spricht von einer „Entdeckung“ oder „Erfindung des Alltagslebens“ (Rita Felski) in den Theorien und der Literatur des 20. Jahrhunderts. Das Alltagsleben ist Ort einer Ambivalenz: Einerseits wird es mit Verdacht behandelt, wegen seiner vermeintlichen Tendenzen soziale, politische und existentielle Wirklichkeit oder Wahrheit mythologisch oder ideologisch zu verdecken. „Das Licht der Öffentlichkeit verdunkelt alles“, schreibt Martin Heidegger. Anderseits stellt die Kehre zum Alltagsleben den Versuch dar, heroische, patriarchalische und schließlich metaphysische „große Erzählungen” zu verlassen und neue Formen der Aufmerksamkeit zu entwickeln, die die Immanenz des Lebensalltags feiern. Der Lebensalltag wird dadurch als Ort eines überraschenden Reichtums des Ungewöhnlichen, des Perversen und sogar der „profanen Erleuchtung“ (Walter Benjamin) entlarvt. Die Arbeitsthese des Kurses ist es, dass bedeutende Strömungen der Theorie und der modernen Literatur aus dieser Ambivalenz des Alltagslebens entstehen.
Die Unheimlichkeit des Alltäglichen wird in dieser Übung anhand exemplarischer Texte untersucht, die für die wichtigsten Tendenzen und Figuren der zeitgenössischen Theorie stehen. Wir lesen kurze Texte oder Auszüge von Arendt, Barthes, Butler, Fanon, Freud, Foucault, Haraway, Latour, Rancière, Simmel, und Wittgenstein.";wien1094;sose19;UE;2019-04;2019-08;wien;;['Rita Felski', 'Martin Heidegger', 'Walter Benjamin', 'Arendt', 'Barthes', 'Butler', 'Fanon', 'Freud', 'Foucault', 'Haraway', 'Latour', 'Rancière', 'Simmel', 'Wittgenstein'];;
92;225.0;;;118506862;Barthes;Inhalt;NdL: Realismen der Zwischenkriegszeit;"Realismus, so Moritz Baßler (2022), ist ein literarisches Verfahren, das uns auf direktem Weg auf die Inhaltsebene eines Textes leitet und uns dessen sprachlich-literarische Gemachtheit übersehen lässt. Einerseits verfangen sich Debatten über realistische Texte so schnell in mehr oder weniger Wissens-basierten Debatten darüber, ‚ob das denn wirklich so gewesen ist‘; andererseits scheint dies der Grund für den schlechten Ruf realistischen Schreibens zu sein, das immer wieder als unterkomplex und ästhetisch wenig anspruchsvoll abqualifiziert wird. Aus dem Blick gerät dabei schnell, dass auch realistische Texte eine Unmenge sprachlich-rhetorischer Mittel aufbringen (müssen), um einen „Wirklichkeitseffekt“ (Barthes) vorerst zu erzeugen.
In der zweiten Hälfte der 1920er Jahre bis in die 1930er dominieren realistische Texte die Literatur im deutschsprachigen Raum. Die Vielzahl kursierender Gattungs- und Stilbezeichnungen – Tatsachenroman, Reportage-Roman, Dokumentarliteratur, Neue Sachlichkeit – zeigt, dass es dabei zu einer Diversifizierung realistischer Verfahren kommt. Dass keine Einigkeit besteht, auf welche Art und mittels welcher Verfahren sich der Wirklichkeit literarisch genähert werden kann, kann als Indiz dafür gelesen werden, dass Wirklichkeit in den 1920er Jahren als zunehmend unverfügbar wahrgenommen wird. Die Frage nach dem Realismus, dies zeigen die vitalen literaturkritischen Debatten, geht zeitgenössisch zudem mit der Neuverhandlung der gesellschaftlichen und politischen Aufgabe der Literatur selbst einher.
Dieser ‚realistischen Suchbewegung‘ wird im Proseminar nachgegangen und es werden die unterschiedlichen Formen realistischen Schreibens, die sich in der Zwischenkriegszeit entwickelten, untersucht. Im Zentrum steht dabei gerade das, was die Texte nach Baßler versuchen unkenntlich zu machen, nämlich ihre ästhetischen Verfahren. Texte von z.B. Joseph Roth, Alfred Döblin oder Maria Leitner werden in Anschluss an die vorbereitende Lektüre in den Einheiten mittels close reading analysiert. Zugleich werden die Texte in Dialog mit zeitgenössischen Debattenbeiträgen, z.B. von Walter Benjamin, Siegfried Kracauer oder Georg Lukács, gesetzt und so die theoretische Auseinandersetzung mit dem Realismus vertieft.";wien1293;sose23;PS;2023-04;2023-08;wien;;['Moritz Baßler', 'Barthes', 'Baßler', 'Joseph Roth', 'Alfred Döblin', 'Maria Leitner', 'Walter Benjamin', 'Siegfried Kracauer', 'Georg Lukács'];;
93;228.0;;;188580190;Baudrys;Inhalt;Masterseminar NdL: Psychische Apparate. Zur Literatur- und Mediengeschichte der Seele nach 1900;"Wird im 19. Jahrhundert von der Seele gehandelt, dann immer häufiger im Sinne eines ‚Apparats‘, eines ‚Mechanismus‘ oder einer ‚Maschine‘. Für das Psychische liefern technische Instrumente offenbar in genau dem Maße Modelle oder Funktionsdiagramme, wie es in die Wirkungssphäre von Medien gerät – sei es unter Laborbedingungen, sei es in einem zusehends technisierten Alltag. Was deshalb die Wissenschaften von der Seele um 1900 explizit oder implizit betreiben, ist Medientheorie; die Literatur wiederum hat mit der Apparate-Metapher eine neue Möglichkeit, das Psychische und seine produktive oder destruktive Dynamik anzuschreiben; und das Kino wird von Anbeginn als Psychotechnik, als ein Medium nach Maßen des Seelischen begriffen. Offenbar scheint der ‚psychische Apparat‘ um 1900 zu einem diskursiven Kreuz- und Fluchtpunkt neuester theoretischer und ästhetischer Programme geworden. Um dieses Konzept in seiner ganzen Reichweite zu erfassen, soll das Seminar wissensgeschichtliche mit literatur- und filmhistorischen Perspektiven verschränken.
Hierzu geht es erstens von Freuds Konzeptionen des ‚psychischen Apparats‘ aus, die ihn im Sinne von Schreibwerkzeugen oder optischen Medien oder aber nach dem Muster von Schaltungstechniken oder Übertragungsmedien begreifen (ein Ansatz, den die strukturale Psychoanalyse Lacans und die ‚Schizo-Analyse‘ Deleuzes und Guattaris fortführen sollte). Zweitens sollen diverse medientheoretische, insbesondere filmtheoretische Positionen wie die Münsterbergs oder Baudrys thematisiert werden, die Freuds Konzept benachbart sind oder an dasselbe direkt anschließen. Drittens geht es um paranoische Patienten- oder Künstlergeschichten des 19. und 20. Jahrhunderts (von Krauß über Schreber bis hin zu Ademeit), deren phantasmatischer oder deliranter Fokus auf einem Seelenapparat liegt. Viertens wird sich das Seminar dem psychischen Apparat als einem poetologischen Modell widmen, das etwa bei Kafka, bei Doderer oder Burroughs sehr unterschiedliche Akzente erhalten kann. Und zu guter Letzt soll es die Karriere des Konzepts auf kinematographischem Terrain verfolgen: von den Steuerungsmodellen des frühen Sowjetfilms über die Zeit-Ästhetik der Nouvelle Vague bis hin zu den psychotechnischen Szenarien bei Cronenberg oder in der Science Fiction.";wien1251;sose22;SE;2021-04;2021-08;wien;;['Freuds', 'Lacans', 'Deleuzes', 'Guattaris', 'Münsterbergs', 'Baudrys', 'Freuds', 'Krauß', 'Ademeit', 'Kafka', 'Doderer', 'Burroughs', 'Cronenberg'];;
94;229.0;;ja;no_ID;Bauer;Inhalt;NdL: Wiener Vorstadttheater. Posse und Volksstück im 19. Jahrhundert;"Anhand der unten aufgelisteten Reihe der Primärtexte (alle auf moodle) soll die Entwicklung und die spezifische Ausprägung des Wiener Vorstadttheaters analysiert werden. Von den angeführten Autoren sollten jeweils ein Text, von Raimund, Nestroy und Anzengruber jeweils 2 Texte gelesen werden.
Primärtexte mit Terminen:
09.03.2022
Einführung: Vorstadttheater im ausgehenden 18. Jahrhundert, Begriffe
16.03.2022
Institutionelle Rahmenbedingungen, Theater als Geschäft, Publikumsstruktur, Zensur und ästhetische Form
001 Gleich Joseph Alois: Die Musikanten am hohen Markt. Eine lokale Posse mit Gesang in drei Aufzügen 1815
23.03.2022
002 Gleich Joseph Alois: Die weißen Hüte. Eine dramatische Kleinigkeit in einem Aufzuge 1817
003 Meisl Carl: Das Gespenst auf der Bastei. Eine Posse mit Gesang in zwei Akten 1819
30.03.2022
004 Meisl Carl: Die Geschichte eines echten Wiener Schals. Ein satirisches Lokalgemälde in 3 Abt. 1820
005 Meisl Carl: Der lustige Fritz oder Schlafe, Träume, stehe auf, kleide dich an und bessre dich! Ein Märchen neuerer Zeit in zwei Aufzügen 1818
06.04.2022
006 Bäuerle Adolf: Fiaker als Marquis. Komische Lokaloper in drei Akten 1816
007 Bäuerle Adolf: Die falsche Primadonna (Die falsche Catalani). Posse mit Gesang in zwei Akten. 1818
27.04.2022
008 Raimund Ferdinand: Das Mädchen aus der Feenwelt oder Bauer als Millionär. Romantisches Original-Zaubermärchen mit Gesang in drei Aufzügen 1826
04.05.2022
009 Raimund Ferdinand: Der Alpenkönig und der Menschenfeind. Romantisch-komisches Original-Zauberspiel in zwei Aufzügen 1828
010 Raimund Ferdinand: Der Verschwender. Original-Zaubermärchen in drei Aufzügen 1834
11.05.2022
011 Nestroy Johann: Lumpazivagabundus oder Das liederliche Kleeblatt. Zauberposse mit Gesang in drei Aufzügen 1833
18.05.2022
012 Kaiser Friedrich: Wer wird Amtmann oder: Des Vaters Grab. Lokales Lebensbild mit Gesang in 2 Acten 1840
013 Kaiser Friedrich: Stadt und Land oder Der Viehhändler aus Oberösterreich. Posse mit Gesang in drei Auf-zügen 1844
25.05.2022
014 Bauernfeld Eduard von: Großjährig. Lustspiel in zwei Aufzügen 1846
01.06.2022
015 Nestroy Johann: Freiheit in Krähwinkel. Posse mit Gesang in zwei Abteilungen und drei Aufzügen 1848
08.06.2022
016 Nestroy Johann: Judith und Holofernes. Travestie in einem Akt 1849
017 Nestroy Johann: Häuptling Abendwind oder Das gräuliche Festmahl. Operette in einem Act. Musik von Jacques Offenbach 1862
15.06.2022
018 Anzengruber Ludwig: Pfarrer von Kirchfeld. Volksstück mit Gesang in vier Akten 1870
22.06.2022
019 Anzengruber Ludwig: Der Gwissenswurm. Bauernkomödie mit Gesang in drei Akten 1874
020 Anzengruber Ludwig: Das vierte Gebot. Volksstück in vier Akten 1877";wien1236;sose22;VO;2021-04;2021-08;wien;;['Raimund', 'Nestroy', 'Anzengruber', 'Joseph Alois', 'Joseph Alois', 'Meisl', 'Carl', 'Meisl', 'Carl', 'Meisl', 'Carl', 'Bäuerle', 'Adolf', 'Fiaker', 'Bäuerle', 'Adolf', 'Raimund Ferdinand', 'Bauer', 'Raimund Ferdinand', 'Raimund Ferdinand', 'Nestroy Johann', 'Kaiser', 'Friedrich', 'Kaiser', 'Friedrich', 'Bauernfeld Eduard von', 'Nestroy Johann', 'Nestroy Johann', 'Nestroy Johann', 'Jacques Offenbach', 'Anzengruber', 'Ludwig', 'Anzengruber', 'Ludwig', 'Anzengruber', 'Ludwig'];;
95;230.0;;;118507400;Bauernfeld Eduard von;Inhalt;NdL: Wiener Vorstadttheater. Posse und Volksstück im 19. Jahrhundert;"Anhand der unten aufgelisteten Reihe der Primärtexte (alle auf moodle) soll die Entwicklung und die spezifische Ausprägung des Wiener Vorstadttheaters analysiert werden. Von den angeführten Autoren sollten jeweils ein Text, von Raimund, Nestroy und Anzengruber jeweils 2 Texte gelesen werden.
Primärtexte mit Terminen:
09.03.2022
Einführung: Vorstadttheater im ausgehenden 18. Jahrhundert, Begriffe
16.03.2022
Institutionelle Rahmenbedingungen, Theater als Geschäft, Publikumsstruktur, Zensur und ästhetische Form
001 Gleich Joseph Alois: Die Musikanten am hohen Markt. Eine lokale Posse mit Gesang in drei Aufzügen 1815
23.03.2022
002 Gleich Joseph Alois: Die weißen Hüte. Eine dramatische Kleinigkeit in einem Aufzuge 1817
003 Meisl Carl: Das Gespenst auf der Bastei. Eine Posse mit Gesang in zwei Akten 1819
30.03.2022
004 Meisl Carl: Die Geschichte eines echten Wiener Schals. Ein satirisches Lokalgemälde in 3 Abt. 1820
005 Meisl Carl: Der lustige Fritz oder Schlafe, Träume, stehe auf, kleide dich an und bessre dich! Ein Märchen neuerer Zeit in zwei Aufzügen 1818
06.04.2022
006 Bäuerle Adolf: Fiaker als Marquis. Komische Lokaloper in drei Akten 1816
007 Bäuerle Adolf: Die falsche Primadonna (Die falsche Catalani). Posse mit Gesang in zwei Akten. 1818
27.04.2022
008 Raimund Ferdinand: Das Mädchen aus der Feenwelt oder Bauer als Millionär. Romantisches Original-Zaubermärchen mit Gesang in drei Aufzügen 1826
04.05.2022
009 Raimund Ferdinand: Der Alpenkönig und der Menschenfeind. Romantisch-komisches Original-Zauberspiel in zwei Aufzügen 1828
010 Raimund Ferdinand: Der Verschwender. Original-Zaubermärchen in drei Aufzügen 1834
11.05.2022
011 Nestroy Johann: Lumpazivagabundus oder Das liederliche Kleeblatt. Zauberposse mit Gesang in drei Aufzügen 1833
18.05.2022
012 Kaiser Friedrich: Wer wird Amtmann oder: Des Vaters Grab. Lokales Lebensbild mit Gesang in 2 Acten 1840
013 Kaiser Friedrich: Stadt und Land oder Der Viehhändler aus Oberösterreich. Posse mit Gesang in drei Auf-zügen 1844
25.05.2022
014 Bauernfeld Eduard von: Großjährig. Lustspiel in zwei Aufzügen 1846
01.06.2022
015 Nestroy Johann: Freiheit in Krähwinkel. Posse mit Gesang in zwei Abteilungen und drei Aufzügen 1848
08.06.2022
016 Nestroy Johann: Judith und Holofernes. Travestie in einem Akt 1849
017 Nestroy Johann: Häuptling Abendwind oder Das gräuliche Festmahl. Operette in einem Act. Musik von Jacques Offenbach 1862
15.06.2022
018 Anzengruber Ludwig: Pfarrer von Kirchfeld. Volksstück mit Gesang in vier Akten 1870
22.06.2022
019 Anzengruber Ludwig: Der Gwissenswurm. Bauernkomödie mit Gesang in drei Akten 1874
020 Anzengruber Ludwig: Das vierte Gebot. Volksstück in vier Akten 1877";wien1236;sose22;VO;2021-04;2021-08;wien;;['Raimund', 'Nestroy', 'Anzengruber', 'Joseph Alois', 'Joseph Alois', 'Meisl', 'Carl', 'Meisl', 'Carl', 'Meisl', 'Carl', 'Bäuerle', 'Adolf', 'Fiaker', 'Bäuerle', 'Adolf', 'Raimund Ferdinand', 'Bauer', 'Raimund Ferdinand', 'Raimund Ferdinand', 'Nestroy Johann', 'Kaiser', 'Friedrich', 'Kaiser', 'Friedrich', 'Bauernfeld Eduard von', 'Nestroy Johann', 'Nestroy Johann', 'Nestroy Johann', 'Jacques Offenbach', 'Anzengruber', 'Ludwig', 'Anzengruber', 'Ludwig', 'Anzengruber', 'Ludwig'];;
96;232.0;;;123612209;Baßler;Inhalt;NdL: Realismen der Zwischenkriegszeit;"Realismus, so Moritz Baßler (2022), ist ein literarisches Verfahren, das uns auf direktem Weg auf die Inhaltsebene eines Textes leitet und uns dessen sprachlich-literarische Gemachtheit übersehen lässt. Einerseits verfangen sich Debatten über realistische Texte so schnell in mehr oder weniger Wissens-basierten Debatten darüber, ‚ob das denn wirklich so gewesen ist‘; andererseits scheint dies der Grund für den schlechten Ruf realistischen Schreibens zu sein, das immer wieder als unterkomplex und ästhetisch wenig anspruchsvoll abqualifiziert wird. Aus dem Blick gerät dabei schnell, dass auch realistische Texte eine Unmenge sprachlich-rhetorischer Mittel aufbringen (müssen), um einen „Wirklichkeitseffekt“ (Barthes) vorerst zu erzeugen.
In der zweiten Hälfte der 1920er Jahre bis in die 1930er dominieren realistische Texte die Literatur im deutschsprachigen Raum. Die Vielzahl kursierender Gattungs- und Stilbezeichnungen – Tatsachenroman, Reportage-Roman, Dokumentarliteratur, Neue Sachlichkeit – zeigt, dass es dabei zu einer Diversifizierung realistischer Verfahren kommt. Dass keine Einigkeit besteht, auf welche Art und mittels welcher Verfahren sich der Wirklichkeit literarisch genähert werden kann, kann als Indiz dafür gelesen werden, dass Wirklichkeit in den 1920er Jahren als zunehmend unverfügbar wahrgenommen wird. Die Frage nach dem Realismus, dies zeigen die vitalen literaturkritischen Debatten, geht zeitgenössisch zudem mit der Neuverhandlung der gesellschaftlichen und politischen Aufgabe der Literatur selbst einher.
Dieser ‚realistischen Suchbewegung‘ wird im Proseminar nachgegangen und es werden die unterschiedlichen Formen realistischen Schreibens, die sich in der Zwischenkriegszeit entwickelten, untersucht. Im Zentrum steht dabei gerade das, was die Texte nach Baßler versuchen unkenntlich zu machen, nämlich ihre ästhetischen Verfahren. Texte von z.B. Joseph Roth, Alfred Döblin oder Maria Leitner werden in Anschluss an die vorbereitende Lektüre in den Einheiten mittels close reading analysiert. Zugleich werden die Texte in Dialog mit zeitgenössischen Debattenbeiträgen, z.B. von Walter Benjamin, Siegfried Kracauer oder Georg Lukács, gesetzt und so die theoretische Auseinandersetzung mit dem Realismus vertieft.";wien1293;sose23;PS;2023-04;2023-08;wien;;['Moritz Baßler', 'Barthes', 'Baßler', 'Joseph Roth', 'Alfred Döblin', 'Maria Leitner', 'Walter Benjamin', 'Siegfried Kracauer', 'Georg Lukács'];;
97;239.0;;;136158404;Benedikt Wells;Inhalt;NdL: Gegenwartsliteratur;"Wir werden uns in diesem Konversatorium mit etlichen sehr unterschiedlichen neueren deutschsprachigen Romanen auseinandersetzen und versuchen, die Texte erzähltheoretisch zu analysieren.
Möglicher Kanon:
Theodora Bauer: Chikago (2017)
Olga Flor: Klartraum (2017)
Antonio Fian: Das Polykrates-Syndrom (2014)
Franzobel: Das Floß der Medusa (2017)
Arno Geiger: Selbstporträt mit Flusspferd (2015)
Arno Geiger: Unter der Drachenwand (2018)
Thomas Glavinic: Das größere Wunder (2013)
Marianne Gruber: Erinnerungen eines Narren (2012)
Sabine Gruber: Stillbach oder Die Sehnsucht (2011)
Norbert Gstrein: Als ich jung war (2019)
Wolf Haas: Verteidigung der Missionarsstellung (2012)
Erich Hackl: Am Seil. Eine Heldengeschichte. (2018)
Maja Haderlap: Engel des Vergessens (2011)
Peter Handke: Der große Fall (2011)
Peter Henisch: Suchbild mit Katze (2016)
Vea Kaiser: Blasmusikpop (2012)
Daniel Kehlmann: Tyll (2017)
Elisabeth Klar: Wie im Wald (2014)
Anna Kim: Die große Heimkehr (2017)
Michael Köhlmeier: Die Abenteuer des Joel Spazierer (2013)
Stefan Kutzenberger: Friedinger (2018)
Robert Menasse: Die Hauptstadt (2017)
Alexander Peer: Bis dass der Tod uns meidet. (2013)
Christoph Ransmayr: Cox oder Der Lauf der Zeit (2016)
Angelika Reitzer: Wir Erben (2014)
Eugen Ruge: In Zeiten des abnehmenden Lichts (2011)
David Schalko: Bad Regina (2021)
Michael Stavaric: Gotland (2017)
Thomas Stangl: Regeln des Tanzes (2013)
Robert Schindel: Der Kalte (2013)
Evelyn Schlag: Yemen Café (2016)
Clemens Setz: Indigo (2012)
Clemens Setz: Die Stunde zwischen Frau und Gitarre (2015)
Marlene Streeruwitz: Die Schmerzmacherin (2011)
Anna Weidenholzer: Der Winter tut den Fischen gut (2012)
Benedikt Wells: Vom Ende der Einsamkeit. (2016)
Pflichtlektüre:
Zwei Texte aus dem Kanon
Martínez, Matías, Michael Scheffel: Einführung in die Erzähltheorie. 11. überarbeitete und aktualisierte Aufl. München: Beck 2020.";wien1250;sose22;KO;2021-04;2021-08;wien;;['Theodora Bauer', 'Olga Flor', 'Antonio Fian', 'Franzobel', 'Arno Geiger', 'Arno Geiger', 'Thomas Glavinic', 'Marianne Gruber', 'Sabine Gruber', 'Norbert Gstrein', 'Wolf Haas', 'Erich Hackl', 'Maja Haderlap', 'Peter Handke', 'Peter Henisch', 'Vea Kaiser', 'Daniel Kehlmann', 'Elisabeth Klar', 'Anna Kim', 'Michael Köhlmeier', 'Joel Spazierer', 'Stefan Kutzenberger', 'Robert Menasse', 'Alexander Peer', 'Christoph Ransmayr', 'Angelika Reitzer', 'Eugen Ruge', 'David Schalko', 'Michael Stavaric', 'Thomas Stangl', 'Robert Schindel', 'Evelyn Schlag', 'Clemens Setz', 'Clemens Setz', 'Marlene Streeruwitz', 'Anna Weidenholzer', 'Benedikt Wells', 'Martínez', 'Matías', 'Michael Scheffel'];;
